Flight ID,Departure date,Intl/Dome,Flight NO.,Departure airport,Arrival airport,Departure Time,Arrival Time,Airplane ID,Airplane Model,Air fares
586,5/6/2017,Dome,104,25,50,5/6/2017 11:35,5/6/2017 14:35,27,3,1287
587,5/7/2017,Dome,104,25,50,5/7/2017 11:35,5/7/2017 14:35,2,5,1710
588,5/8/2017,Dome,104,25,50,5/8/2017 11:35,5/8/2017 14:35,26,3,1678
589,5/5/2017,Dome,113,27,49,5/5/2017 20:35,5/5/2017 23:20,8,2,1665
590,5/8/2017,Intl,108,2,49,5/8/2017 19:00,5/9/2017 6:10,24,4,5906
591,5/6/2017,Intl,108,2,49,5/6/2017 18:35,5/7/2017 6:10,23,4,6759
592,5/5/2017,Dome,101,61,25,5/5/2017 13:15,5/5/2017 16:15,52,2,661
593,5/6/2017,Dome,101,61,25,5/6/2017 13:15,5/6/2017 16:15,63,2,1212
594,5/7/2017,Dome,101,61,25,5/7/2017 13:15,5/7/2017 16:15,86,2,1819
595,5/8/2017,Dome,101,61,25,5/8/2017 13:15,5/8/2017 16:15,89,2,1724
596,5/5/2017,Dome,105,49,25,5/5/2017 7:00,5/5/2017 9:50,20,4,1646
597,5/6/2017,Dome,105,49,25,5/6/2017 7:00,5/6/2017 9:50,28,3,1190
598,5/8/2017,Dome,105,49,25,5/8/2017 7:00,5/8/2017 9:50,2,5,1018
599,5/7/2017,Dome,109,25,50,5/7/2017 21:25,5/8/2017 0:10,3,5,1067
600,5/5/2017,Dome,109,25,50,5/5/2017 21:25,5/6/2017 0:10,27,3,1061
601,5/8/2017,Dome,109,25,50,5/8/2017 21:25,5/9/2017 0:10,20,4,702
602,5/5/2017,Dome,123,41,49,5/5/2017 13:55,5/5/2017 15:45,63,2,948
603,5/7/2017,Dome,123,41,49,5/7/2017 13:55,5/7/2017 15:45,137,2,394
604,5/8/2017,Dome,123,41,49,5/8/2017 13:55,5/8/2017 15:45,76,2,457
605,5/5/2017,Dome,121,32,50,5/5/2017 19:50,5/5/2017 21:20,12,2,892
606,5/5/2017,Dome,120,50,32,5/5/2017 11:45,5/5/2017 13:15,12,2,930
607,5/5/2017,Dome,128,52,25,5/5/2017 18:00,5/5/2017 20:20,11,2,1163
608,5/7/2017,Dome,120,50,32,5/7/2017 11:45,5/7/2017 13:15,126,2,337
609,5/8/2017,Dome,120,50,32,5/8/2017 11:45,5/8/2017 13:15,98,2,515
610,5/6/2017,Intl,129,49,8,5/6/2017 8:50,5/6/2017 12:45,35,2,2763
611,5/7/2017,Intl,129,49,8,5/7/2017 8:50,5/7/2017 12:45,64,2,2353
612,5/5/2017,Dome,126,32,25,5/5/2017 18:50,5/5/2017 21:05,84,2,1368
613,5/6/2017,Dome,126,32,25,5/6/2017 18:50,5/6/2017 21:05,84,2,1283
614,5/7/2017,Dome,126,32,25,5/7/2017 18:50,5/7/2017 21:05,9,2,839
615,5/8/2017,Dome,126,32,25,5/8/2017 18:50,5/8/2017 21:05,38,2,757
616,5/5/2017,Dome,120,32,30,5/5/2017 14:15,5/5/2017 16:15,12,2,953
617,5/7/2017,Dome,120,32,30,5/7/2017 14:15,5/7/2017 16:15,126,2,657
618,5/8/2017,Dome,120,32,30,5/8/2017 14:15,5/8/2017 16:15,98,2,1137
619,5/5/2017,Dome,123,49,27,5/5/2017 16:45,5/5/2017 19:40,63,2,765
620,5/7/2017,Dome,123,49,27,5/7/2017 16:45,5/7/2017 19:40,137,2,1596
621,5/8/2017,Dome,123,49,27,5/8/2017 16:45,5/8/2017 19:40,76,2,1612
622,5/7/2017,Dome,127,25,32,5/7/2017 22:10,5/8/2017 0:45,9,2,1011
623,5/5/2017,Dome,127,25,32,5/5/2017 22:10,5/6/2017 0:45,84,2,637
624,5/6/2017,Dome,127,25,32,5/6/2017 22:10,5/7/2017 0:45,84,2,1059
625,5/8/2017,Dome,127,25,32,5/8/2017 22:10,5/9/2017 0:45,38,2,916
626,5/7/2017,Dome,121,30,32,5/7/2017 17:05,5/7/2017 18:50,126,2,839
627,5/5/2017,Dome,122,27,49,5/5/2017 7:25,5/5/2017 10:15,63,2,1169
628,5/7/2017,Dome,122,27,49,5/7/2017 7:25,5/7/2017 10:15,137,2,686
629,5/8/2017,Dome,122,27,49,5/8/2017 7:25,5/8/2017 10:15,76,2,969
630,5/5/2017,Dome,124,36,25,5/5/2017 19:40,5/5/2017 23:05,25,4,780
631,5/6/2017,Dome,124,36,25,5/6/2017 19:40,5/6/2017 23:05,21,4,1352
632,5/7/2017,Dome,124,36,25,5/7/2017 19:40,5/7/2017 23:05,23,4,1619
633,5/8/2017,Dome,124,36,25,5/8/2017 19:40,5/8/2017 23:05,25,4,2071
634,5/7/2017,Dome,121,32,50,5/7/2017 19:50,5/7/2017 21:20,126,2,414
635,5/6/2017,Dome,128,52,25,5/6/2017 18:00,5/6/2017 20:20,88,2,1293
636,5/7/2017,Dome,128,52,25,5/7/2017 18:00,5/7/2017 20:20,61,2,712
637,5/8/2017,Dome,128,52,25,5/8/2017 18:00,5/8/2017 20:20,60,2,865
638,5/8/2017,Dome,121,30,32,5/8/2017 17:05,5/8/2017 18:50,98,2,1025
639,5/5/2017,Dome,122,49,41,5/5/2017 11:15,5/5/2017 13:05,63,2,421
640,5/7/2017,Dome,122,49,41,5/7/2017 11:15,5/7/2017 13:05,137,2,743
641,5/8/2017,Dome,122,49,41,5/8/2017 11:15,5/8/2017 13:05,76,2,538
642,5/8/2017,Dome,121,32,50,5/8/2017 19:50,5/8/2017 21:20,98,2,684
643,5/5/2017,Dome,125,25,36,5/5/2017 15:20,5/5/2017 18:40,25,4,1111
644,5/6/2017,Dome,125,25,36,5/6/2017 15:20,5/6/2017 18:40,21,4,1957
645,5/7/2017,Dome,125,25,36,5/7/2017 15:20,5/7/2017 18:40,23,4,1457
646,5/8/2017,Dome,125,25,36,5/8/2017 15:20,5/8/2017 18:40,25,4,1783
647,5/5/2017,Dome,115,25,49,5/5/2017 14:10,5/5/2017 16:00,23,4,850
648,5/6/2017,Dome,115,25,49,5/6/2017 13:05,5/6/2017 16:00,20,4,1160
649,5/5/2017,Dome,121,30,32,5/5/2017 17:05,5/5/2017 18:50,12,2,989
650,5/7/2017,Dome,138,32,49,5/7/2017 18:35,5/7/2017 20:15,67,2,625
651,5/5/2017,Dome,138,30,32,5/5/2017 16:00,5/5/2017 17:45,77,2,823
652,5/5/2017,Dome,138,32,49,5/5/2017 18:35,5/5/2017 20:15,77,2,490
653,5/7/2017,Dome,132,30,49,5/7/2017 19:25,5/7/2017 22:05,131,2,642
654,5/5/2017,Dome,139,49,66,5/5/2017 17:35,5/5/2017 19:00,9,2,480
655,5/6/2017,Dome,139,49,66,5/6/2017 17:35,5/6/2017 19:00,109,2,843
656,5/7/2017,Dome,139,49,66,5/7/2017 17:35,5/7/2017 19:00,106,2,418
657,5/8/2017,Dome,139,49,66,5/8/2017 17:35,5/8/2017 19:00,117,2,548
658,5/5/2017,Dome,132,30,49,5/5/2017 19:25,5/5/2017 22:05,5,2,1422
659,5/6/2017,Dome,132,30,49,5/6/2017 19:25,5/6/2017 22:05,81,2,1228
660,5/5/2017,Dome,134,52,49,5/5/2017 16:05,5/5/2017 17:35,28,3,915
661,5/6/2017,Dome,134,52,49,5/6/2017 16:05,5/6/2017 17:35,48,2,658
662,5/7/2017,Dome,134,52,49,5/7/2017 16:05,5/7/2017 17:35,103,2,394
663,5/8/2017,Dome,134,52,49,5/8/2017 16:05,5/8/2017 17:35,18,2,336
664,5/5/2017,Dome,141,66,49,5/5/2017 10:35,5/5/2017 12:10,73,2,878
665,5/6/2017,Dome,141,66,49,5/6/2017 10:35,5/6/2017 12:10,9,2,708
666,5/7/2017,Dome,141,66,49,5/7/2017 10:35,5/7/2017 12:10,63,2,812
667,5/8/2017,Dome,141,66,49,5/8/2017 10:35,5/8/2017 12:10,84,2,984
668,5/5/2017,Dome,133,49,52,5/5/2017 7:30,5/5/2017 8:55,28,3,374
669,5/6/2017,Dome,133,49,52,5/6/2017 7:30,5/6/2017 8:55,48,2,713
670,5/7/2017,Dome,133,49,52,5/7/2017 7:30,5/7/2017 8:55,103,2,667
671,5/8/2017,Dome,133,49,52,5/8/2017 7:30,5/8/2017 8:55,18,2,820
672,5/5/2017,Dome,139,66,25,5/5/2017 20:00,5/5/2017 22:25,9,2,1436
673,5/6/2017,Dome,139,66,25,5/6/2017 20:00,5/6/2017 22:25,109,2,917
674,5/7/2017,Dome,139,66,25,5/7/2017 20:00,5/7/2017 22:25,106,2,630
675,5/8/2017,Dome,139,66,25,5/8/2017 20:00,5/8/2017 22:25,117,2,1049
676,5/5/2017,Dome,137,49,32,5/5/2017 9:40,5/5/2017 11:30,77,2,799
677,5/6/2017,Dome,137,49,32,5/6/2017 9:40,5/6/2017 11:30,106,2,707
678,5/7/2017,Dome,137,49,32,5/7/2017 9:40,5/7/2017 11:30,67,2,917
679,5/8/2017,Dome,137,49,32,5/8/2017 9:40,5/8/2017 11:30,71,2,915
680,5/5/2017,Dome,130,25,52,5/5/2017 21:35,5/5/2017 23:45,11,2,572
681,5/6/2017,Dome,130,25,52,5/6/2017 21:35,5/6/2017 23:45,88,2,1199
682,5/7/2017,Dome,130,25,52,5/7/2017 21:35,5/7/2017 23:45,61,2,1091
683,5/8/2017,Dome,130,25,52,5/8/2017 21:35,5/8/2017 23:45,60,2,1114
684,5/5/2017,Dome,133,52,30,5/5/2017 9:55,5/5/2017 12:05,28,3,1295
685,5/6/2017,Dome,133,52,30,5/6/2017 9:55,5/6/2017 12:05,48,2,762
686,5/7/2017,Dome,133,52,30,5/7/2017 9:55,5/7/2017 12:05,103,2,1154
687,5/8/2017,Dome,133,52,30,5/8/2017 9:55,5/8/2017 12:05,18,2,1039
688,5/6/2017,Intl,140,8,49,5/6/2017 13:55,5/6/2017 18:05,35,2,2652
689,5/7/2017,Intl,140,8,49,5/7/2017 13:55,5/7/2017 18:05,64,2,2608
690,5/5/2017,Dome,137,32,30,5/5/2017 12:50,5/5/2017 14:50,77,2,990
691,5/6/2017,Dome,137,32,30,5/6/2017 12:50,5/6/2017 14:50,106,2,793
692,5/7/2017,Dome,137,32,30,5/7/2017 12:50,5/7/2017 14:50,67,2,841
693,5/8/2017,Dome,137,32,30,5/8/2017 12:50,5/8/2017 14:50,71,2,486
694,5/6/2017,Dome,141,25,66,5/6/2017 6:50,5/6/2017 9:25,9,2,674
695,5/7/2017,Dome,141,25,66,5/7/2017 6:50,5/7/2017 9:25,63,2,946
696,5/8/2017,Dome,141,25,66,5/8/2017 6:50,5/8/2017 9:25,84,2,1296
697,5/6/2017,Dome,138,30,32,5/6/2017 15:55,5/6/2017 17:45,106,2,587
698,5/8/2017,Dome,138,30,32,5/8/2017 16:00,5/8/2017 17:45,71,2,449
699,5/5/2017,Dome,131,49,30,5/5/2017 15:45,5/5/2017 18:35,5,2,1683
700,5/6/2017,Dome,131,49,30,5/6/2017 15:45,5/6/2017 18:35,81,2,1597
701,5/7/2017,Dome,131,49,30,5/7/2017 15:45,5/7/2017 18:35,131,2,946
702,5/5/2017,Dome,134,30,52,5/5/2017 13:05,5/5/2017 15:05,28,3,655
703,5/6/2017,Dome,134,30,52,5/6/2017 13:05,5/6/2017 15:05,48,2,979
704,5/7/2017,Dome,134,30,52,5/7/2017 13:05,5/7/2017 15:05,103,2,927
705,5/8/2017,Dome,134,30,52,5/8/2017 13:05,5/8/2017 15:05,18,2,734
706,5/7/2017,Dome,138,30,32,5/7/2017 16:00,5/7/2017 17:45,67,2,1014
707,5/6/2017,Dome,138,32,49,5/6/2017 18:35,5/6/2017 20:15,106,2,567
708,5/8/2017,Dome,138,32,49,5/8/2017 18:35,5/8/2017 20:15,71,2,495
709,5/6/2017,Dome,150,25,49,5/6/2017 20:05,5/6/2017 23:15,26,3,883
710,5/5/2017,Dome,142,50,30,5/5/2017 8:25,5/5/2017 11:00,98,2,1134
711,5/6/2017,Dome,142,50,30,5/6/2017 8:25,5/6/2017 11:00,71,2,802
712,5/7/2017,Dome,142,50,30,5/7/2017 8:25,5/7/2017 11:00,76,2,541
713,5/8/2017,Dome,142,50,30,5/8/2017 8:25,5/8/2017 11:00,68,2,799
714,5/5/2017,Dome,146,50,25,5/5/2017 21:00,5/6/2017 0:05,98,2,869
715,5/6/2017,Dome,146,50,25,5/6/2017 21:00,5/7/2017 0:05,33,1,1651
716,5/7/2017,Dome,146,50,25,5/7/2017 21:00,5/8/2017 0:05,114,2,1758
717,5/8/2017,Dome,146,50,25,5/8/2017 21:00,5/9/2017 0:05,33,1,978
718,5/5/2017,Dome,157,62,25,5/5/2017 11:55,5/5/2017 13:05,23,4,307
719,5/6/2017,Dome,157,62,25,5/6/2017 11:55,5/6/2017 14:10,25,4,761
720,5/7/2017,Dome,157,62,25,5/7/2017 11:55,5/7/2017 14:10,21,4,974
721,5/8/2017,Dome,157,62,25,5/8/2017 11:55,5/8/2017 14:10,23,4,1192
722,5/5/2017,Dome,143,30,50,5/5/2017 11:45,5/5/2017 14:20,98,2,1586
723,5/7/2017,Dome,143,30,50,5/7/2017 11:45,5/7/2017 14:20,76,2,891
724,5/8/2017,Dome,143,30,50,5/8/2017 11:45,5/8/2017 14:20,68,2,1032
725,5/5/2017,Dome,150,25,49,5/5/2017 20:05,5/5/2017 23:15,29,3,1055
726,5/5/2017,Dome,147,25,50,5/5/2017 6:40,5/5/2017 9:40,74,2,1279
727,5/6/2017,Dome,147,25,50,5/6/2017 6:40,5/6/2017 9:40,98,2,1329
728,5/7/2017,Dome,147,25,50,5/7/2017 6:40,5/7/2017 9:40,33,1,1392
729,5/8/2017,Dome,147,25,50,5/8/2017 6:40,5/8/2017 9:40,114,2,1031
730,5/7/2017,Dome,151,50,25,5/7/2017 14:30,5/7/2017 17:15,28,3,1384
731,5/6/2017,Dome,143,30,50,5/6/2017 11:45,5/6/2017 14:20,71,2,702
732,5/6/2017,Dome,151,50,25,5/6/2017 14:30,5/6/2017 17:15,98,2,811
733,5/8/2017,Dome,151,50,25,5/8/2017 14:30,5/8/2017 17:15,17,2,993
734,5/6/2017,Dome,144,50,25,5/6/2017 10:00,5/6/2017 12:50,2,5,1248
735,5/7/2017,Dome,144,50,25,5/7/2017 10:00,5/7/2017 12:50,27,3,719
736,5/5/2017,Dome,151,50,25,5/5/2017 14:30,5/5/2017 17:15,2,5,1453
737,5/7/2017,Dome,148,49,25,5/7/2017 17:00,5/7/2017 20:05,3,5,1150
738,5/8/2017,Dome,148,49,25,5/8/2017 17:00,5/8/2017 20:05,20,4,705
739,5/8/2017,Dome,152,25,50,5/8/2017 18:55,5/8/2017 21:45,2,5,1106
740,5/5/2017,Dome,144,50,25,5/5/2017 10:00,5/5/2017 12:50,89,2,1165
741,5/8/2017,Dome,144,50,25,5/8/2017 10:00,5/8/2017 12:50,27,3,600
742,5/6/2017,Dome,148,49,25,5/6/2017 17:00,5/6/2017 20:05,28,3,821
743,5/7/2017,Dome,152,25,50,5/7/2017 18:55,5/7/2017 21:45,26,3,1296
744,5/5/2017,Dome,148,49,25,5/5/2017 17:00,5/5/2017 20:05,27,3,1925
745,5/7/2017,Dome,145,25,50,5/7/2017 13:50,5/7/2017 16:40,27,3,838
746,5/6/2017,Dome,152,25,50,5/6/2017 18:55,5/6/2017 21:45,98,2,1693
747,5/5/2017,Dome,152,25,50,5/5/2017 18:55,5/5/2017 21:45,2,5,1208
748,5/8/2017,Dome,145,25,50,5/8/2017 13:50,5/8/2017 16:40,27,3,913
749,5/5/2017,Intl,149,61,11,5/5/2017 8:30,5/5/2017 11:00,96,2,1494
750,5/8/2017,Intl,149,61,11,5/8/2017 8:30,5/8/2017 11:00,87,2,1671
751,5/5/2017,Dome,145,25,50,5/5/2017 13:50,5/5/2017 16:40,89,2,1521
752,5/7/2017,Dome,150,25,49,5/7/2017 20:05,5/7/2017 23:15,2,5,1138
753,5/6/2017,Dome,145,25,50,5/6/2017 13:50,5/6/2017 16:40,2,5,1522
754,5/8/2017,Dome,150,25,49,5/8/2017 20:05,5/8/2017 23:15,26,3,1740
755,5/6/2017,Dome,163,26,32,5/6/2017 13:25,5/6/2017 15:45,47,2,931
756,5/6/2017,Dome,163,32,50,5/6/2017 16:40,5/6/2017 18:05,47,2,582
757,5/5/2017,Intl,169,11,49,5/5/2017 21:20,5/5/2017 23:35,90,2,1547
758,5/8/2017,Intl,169,11,49,5/8/2017 21:20,5/8/2017 23:35,90,2,1560
759,5/5/2017,Dome,162,50,32,5/5/2017 7:50,5/5/2017 9:15,141,2,637
760,5/7/2017,Dome,162,50,32,5/7/2017 7:50,5/7/2017 9:15,134,2,831
761,5/8/2017,Dome,162,50,32,5/8/2017 7:50,5/8/2017 9:15,136,2,456
762,5/7/2017,Intl,169,11,49,5/7/2017 21:20,5/7/2017 23:35,18,2,1482
763,5/6/2017,Intl,169,11,49,5/6/2017 21:20,5/6/2017 23:35,103,2,1525
764,5/5/2017,Dome,175,49,37,5/5/2017 8:10,5/5/2017 10:20,126,2,768
765,5/6/2017,Dome,175,49,37,5/6/2017 8:10,5/6/2017 10:20,124,2,1032
766,5/7/2017,Dome,175,49,37,5/7/2017 8:10,5/7/2017 10:20,77,2,1127
767,5/8/2017,Dome,175,49,37,5/8/2017 8:10,5/8/2017 10:20,121,2,629
768,5/5/2017,Dome,160,52,26,5/5/2017 12:25,5/5/2017 15:05,124,2,1218
769,5/6/2017,Dome,160,52,26,5/6/2017 12:25,5/6/2017 15:05,130,2,569
770,5/5/2017,Dome,162,32,26,5/5/2017 10:15,5/5/2017 12:40,141,2,977
771,5/7/2017,Dome,162,32,26,5/7/2017 10:15,5/7/2017 12:40,134,2,753
772,5/8/2017,Dome,162,32,26,5/8/2017 10:15,5/8/2017 12:40,136,2,951
773,5/7/2017,Dome,160,52,26,5/7/2017 12:25,5/7/2017 15:05,141,2,861
774,5/8/2017,Dome,160,52,26,5/8/2017 12:25,5/8/2017 15:05,141,2,788
775,5/5/2017,Dome,173,49,46,5/5/2017 16:30,5/5/2017 19:15,42,1,681
776,5/6/2017,Dome,173,49,46,5/6/2017 16:30,5/6/2017 19:15,30,1,1124
777,5/7/2017,Dome,173,49,46,5/7/2017 16:30,5/7/2017 19:15,43,1,1678
778,5/8/2017,Dome,173,49,46,5/8/2017 16:30,5/8/2017 19:15,77,2,1333
779,5/6/2017,Dome,162,50,32,5/6/2017 7:50,5/6/2017 9:15,142,2,362
780,5/5/2017,Dome,175,37,44,5/5/2017 11:20,5/5/2017 13:10,126,2,450
781,5/6/2017,Dome,175,37,44,5/6/2017 11:20,5/6/2017 13:10,124,2,461
782,5/7/2017,Dome,175,37,44,5/7/2017 11:20,5/7/2017 13:10,77,2,687
783,5/8/2017,Dome,175,37,44,5/8/2017 11:20,5/8/2017 13:10,121,2,566
784,5/5/2017,Dome,161,26,52,5/5/2017 15:55,5/5/2017 18:20,124,2,725
785,5/7/2017,Dome,161,26,52,5/7/2017 15:55,5/7/2017 18:20,141,2,635
786,5/8/2017,Dome,161,26,52,5/8/2017 15:55,5/8/2017 18:20,141,2,1031
787,5/6/2017,Dome,162,32,26,5/6/2017 10:15,5/6/2017 12:40,142,2,1407
788,5/5/2017,Dome,158,25,62,5/5/2017 8:35,5/5/2017 10:55,23,4,648
789,5/6/2017,Dome,158,25,62,5/6/2017 8:35,5/6/2017 10:55,25,4,1305
790,5/7/2017,Dome,158,25,62,5/7/2017 8:35,5/7/2017 10:55,21,4,1454
791,5/7/2017,Dome,163,26,32,5/7/2017 13:25,5/7/2017 15:45,5,2,620
792,5/6/2017,Dome,174,46,49,5/6/2017 20:15,5/6/2017 23:05,30,1,1407
793,5/7/2017,Dome,174,46,49,5/7/2017 20:15,5/7/2017 23:05,43,1,1742
794,5/8/2017,Dome,158,25,62,5/8/2017 8:35,5/8/2017 10:55,23,4,980
795,5/5/2017,Dome,161,52,49,5/5/2017 19:30,5/5/2017 21:05,124,2,827
796,5/7/2017,Dome,161,52,49,5/7/2017 19:30,5/7/2017 21:05,141,2,768
797,5/8/2017,Dome,161,52,49,5/8/2017 19:30,5/8/2017 21:05,141,2,448
798,5/7/2017,Dome,163,32,50,5/7/2017 16:40,5/7/2017 18:05,5,2,872
799,5/5/2017,Dome,174,46,49,5/5/2017 20:15,5/5/2017 23:05,42,1,1411
800,5/8/2017,Dome,163,26,32,5/8/2017 13:25,5/8/2017 15:45,124,2,547
801,5/8/2017,Dome,163,32,50,5/8/2017 16:40,5/8/2017 18:05,124,2,297
802,5/8/2017,Dome,174,46,49,5/8/2017 20:15,5/8/2017 23:05,77,2,762
803,5/6/2017,Dome,161,26,52,5/6/2017 15:55,5/6/2017 18:20,130,2,710
804,5/5/2017,Intl,164,49,11,5/5/2017 17:50,5/5/2017 20:20,90,2,1740
805,5/6/2017,Intl,164,49,11,5/6/2017 17:50,5/6/2017 20:20,103,2,1398
806,5/7/2017,Intl,164,49,11,5/7/2017 17:50,5/7/2017 20:20,18,2,1667
807,5/8/2017,Intl,164,49,11,5/8/2017 17:50,5/8/2017 20:20,90,2,1364
808,5/5/2017,Intl,159,11,61,5/5/2017 11:55,5/5/2017 14:25,96,2,1756
809,5/8/2017,Intl,159,11,61,5/8/2017 11:55,5/8/2017 14:25,87,2,1659
810,5/6/2017,Dome,161,52,49,5/6/2017 19:30,5/6/2017 21:05,130,2,564
811,5/5/2017,Dome,163,26,32,5/5/2017 13:25,5/5/2017 15:45,136,2,895
812,5/5/2017,Dome,163,32,50,5/5/2017 16:40,5/5/2017 18:05,136,2,445
813,5/5/2017,Dome,160,49,52,5/5/2017 9:50,5/5/2017 11:25,124,2,794
814,5/6/2017,Dome,160,49,52,5/6/2017 9:50,5/6/2017 11:25,130,2,822
815,5/7/2017,Dome,160,49,52,5/7/2017 9:50,5/7/2017 11:25,141,2,889
816,5/8/2017,Dome,160,49,52,5/8/2017 9:50,5/8/2017 11:25,141,2,906
817,5/5/2017,Dome,190,45,37,5/5/2017 17:55,5/5/2017 19:45,35,2,1016
818,5/7/2017,Dome,190,45,37,5/7/2017 17:55,5/7/2017 19:45,54,2,835
819,5/5/2017,Dome,178,46,43,5/5/2017 11:45,5/5/2017 12:55,94,2,647
820,5/6/2017,Dome,178,46,43,5/6/2017 11:45,5/6/2017 12:55,135,2,704
821,5/7/2017,Dome,178,46,43,5/7/2017 11:45,5/7/2017 12:55,114,2,622
822,5/8/2017,Dome,178,46,43,5/8/2017 11:45,5/8/2017 12:55,63,2,283
823,5/5/2017,Dome,190,37,49,5/5/2017 20:45,5/5/2017 23:00,35,2,915
824,5/7/2017,Dome,190,37,49,5/7/2017 20:45,5/7/2017 23:00,54,2,1025
825,5/6/2017,Intl,176,50,20,5/6/2017 17:55,5/6/2017 23:30,12,2,3322
826,5/5/2017,Dome,196,38,43,5/5/2017 13:55,5/5/2017 16:05,36,2,786
827,5/6/2017,Dome,196,38,43,5/6/2017 13:55,5/6/2017 16:05,41,1,870
828,5/7/2017,Dome,196,38,43,5/7/2017 13:55,5/7/2017 16:05,35,2,951
829,5/8/2017,Dome,196,38,43,5/8/2017 13:55,5/8/2017 16:05,86,2,1172
830,5/8/2017,Dome,190,45,37,5/8/2017 17:55,5/8/2017 19:45,64,2,1080
831,5/8/2017,Dome,190,37,49,5/8/2017 20:45,5/8/2017 23:00,64,2,895
832,5/7/2017,Dome,177,44,37,5/7/2017 14:00,5/7/2017 15:40,77,2,950
833,5/7/2017,Dome,177,37,49,5/7/2017 16:50,5/7/2017 19:05,77,2,1069
834,5/6/2017,Dome,179,43,46,5/6/2017 13:40,5/6/2017 14:50,135,2,612
835,5/7/2017,Dome,179,43,46,5/7/2017 13:40,5/7/2017 14:50,114,2,595
836,5/8/2017,Dome,179,43,46,5/8/2017 13:40,5/8/2017 14:50,63,2,265
837,5/5/2017,Intl,186,20,50,5/5/2017 8:25,5/5/2017 13:40,135,2,3352
838,5/8/2017,Intl,186,20,50,5/8/2017 8:25,5/8/2017 13:40,15,2,3267
839,5/5/2017,Dome,177,44,37,5/5/2017 14:00,5/5/2017 15:40,126,2,863
840,5/8/2017,Dome,177,44,37,5/8/2017 14:00,5/8/2017 15:40,121,2,576
841,5/5/2017,Dome,177,37,49,5/5/2017 16:50,5/5/2017 19:05,126,2,1245
842,5/8/2017,Dome,177,37,49,5/8/2017 16:50,5/8/2017 19:05,121,2,773
843,5/6/2017,Dome,190,45,37,5/6/2017 17:55,5/6/2017 19:45,64,2,691
844,5/6/2017,Dome,179,46,50,5/6/2017 15:50,5/6/2017 18:25,135,2,923
845,5/7/2017,Dome,179,46,50,5/7/2017 15:50,5/7/2017 18:25,114,2,1387
846,5/8/2017,Dome,179,46,50,5/8/2017 15:50,5/8/2017 18:25,63,2,1291
847,5/5/2017,Dome,189,49,37,5/5/2017 11:35,5/5/2017 13:55,35,2,600
848,5/6/2017,Dome,189,49,37,5/6/2017 11:35,5/6/2017 13:55,64,2,1028
849,5/7/2017,Dome,189,49,37,5/7/2017 11:35,5/7/2017 13:55,54,2,971
850,5/8/2017,Dome,189,49,37,5/8/2017 11:35,5/8/2017 13:55,64,2,1098
851,5/6/2017,Dome,190,37,49,5/6/2017 20:50,5/6/2017 23:00,64,2,974
852,5/5/2017,Intl,192,49,21,5/5/2017 10:35,5/5/2017 14:50,6,2,2757
853,5/8/2017,Intl,192,49,21,5/8/2017 10:35,5/8/2017 14:50,11,2,2957
854,5/6/2017,Dome,177,44,37,5/6/2017 14:00,5/6/2017 15:40,124,2,1033
855,5/6/2017,Dome,177,37,49,5/6/2017 16:50,5/6/2017 19:05,124,2,883
856,5/5/2017,Dome,179,43,46,5/5/2017 13:40,5/5/2017 14:50,94,2,552
857,5/5/2017,Dome,179,46,50,5/5/2017 15:50,5/5/2017 18:25,94,2,670
858,5/5/2017,Dome,189,37,45,5/5/2017 14:55,5/5/2017 17:10,35,2,1129
859,5/6/2017,Dome,189,37,45,5/6/2017 14:55,5/6/2017 17:10,64,2,1365
860,5/7/2017,Dome,189,37,45,5/7/2017 14:55,5/7/2017 17:10,54,2,561
861,5/8/2017,Dome,189,37,45,5/8/2017 14:55,5/8/2017 17:10,64,2,1276
862,5/5/2017,Dome,196,49,38,5/5/2017 11:05,5/5/2017 12:45,36,2,635
863,5/6/2017,Dome,196,49,38,5/6/2017 11:05,5/6/2017 12:45,41,1,461
864,5/7/2017,Dome,196,49,38,5/7/2017 11:05,5/7/2017 12:45,35,2,357
865,5/8/2017,Dome,196,49,38,5/8/2017 11:05,5/8/2017 12:45,86,2,414
866,5/5/2017,Dome,184,49,46,5/5/2017 8:35,5/5/2017 11:25,42,1,1369
867,5/5/2017,Dome,178,50,46,5/5/2017 7:55,5/5/2017 10:40,94,2,1718
868,5/6/2017,Dome,178,50,46,5/6/2017 7:55,5/6/2017 10:40,135,2,964
869,5/7/2017,Dome,178,50,46,5/7/2017 7:55,5/7/2017 10:40,114,2,740
870,5/8/2017,Dome,178,50,46,5/8/2017 7:55,5/8/2017 10:40,63,2,1137
871,5/6/2017,Dome,184,49,46,5/6/2017 8:35,5/6/2017 11:25,103,2,1755
872,5/7/2017,Dome,184,49,46,5/7/2017 8:35,5/7/2017 11:25,43,1,1660
873,5/8/2017,Dome,184,49,46,5/8/2017 8:35,5/8/2017 11:25,49,2,687
874,5/5/2017,Dome,185,46,49,5/5/2017 12:30,5/5/2017 15:20,42,1,1743
875,5/6/2017,Dome,185,46,49,5/6/2017 12:30,5/6/2017 15:20,103,2,1626
876,5/7/2017,Dome,185,46,49,5/7/2017 12:30,5/7/2017 15:20,43,1,706
877,5/8/2017,Dome,185,46,49,5/8/2017 12:30,5/8/2017 15:20,49,2,1530
878,5/5/2017,Dome,206,54,49,5/5/2017 20:50,5/5/2017 23:05,134,2,1011
